Window training time,Source ID,Collection time,Publishing time,Preprocessing time start,Preprocessing time end,Data arrival time
3958921074,902cf9f4,1749932200.1738973,3958921071.5666637,3958921074.8378386,3958921074.966266,1749932210.4907663
3958921076,0ff69e4e,1749932203.422583,3958921074.8076386,3958921076.8048778,3958921076.9474926,1749932211.8759024
3958921078,50f9fea2,1749932205.4583445,3958921076.8368545,3958921078.7720547,3958921078.9009237,1749932212.7669837
3958921080,0ff69e4e,1749932207.3853488,3958921078.7641296,3958921080.7333617,3958921080.9004164,1749932213.017449
3958921082,c4672d96,1749932209.360608,3958921080.7399874,3958921082.831662,3958921082.9623713,1749932213.2273512
3958921084,50f9fea2,1749932211.4356308,3958921082.8179383,3958921084.767006,3958921084.905647,1749932213.5783749
3958921086,a2460651,1749932213.3722332,3958921084.752754,3958921086.759901,3958921086.9138584,1749932215.68859
3958921088,902cf9f4,1749932215.381772,3958921086.7598896,3958921088.725852,3958921088.882907,1749932217.7943225
3958921090,a2460651,1749932217.3631363,3958921088.7424154,3958921090.735752,3958921090.8710103,1749932219.5675309
3958921092,a2460651,1749932219.386316,3958921090.764954,3958921092.693059,3958921092.8388147,1749932221.520545
3958921094,c4672d96,1749932221.3194075,3958921092.6979876,3958921094.659891,3958921094.782074,1749932223.4540226
3958921096,c4672d96,1749932223.268798,3958921094.655889,3958921096.6779222,3958921096.8031187,1749932225.58337
3958921098,c4672d96,1749932225.2835982,3958921096.6640706,3958921098.5650263,3958921098.689422,1749932227.801446
3958921100,c4672d96,1749932227.2404766,3958921098.6200128,3958921100.547774,3958921100.679305,1749932229.352735
3958921102,a2460651,1749932229.1626427,3958921100.544798,3958921102.4850907,3958921102.626173,1749932231.3005645
3958921074,902cf9f4,1749932200.1738973,3958921071.5666637,3958921074.8378386,3958921074.966266,1749932234.7110076
3958921074,902cf9f4,1749932200.1738973,3958921071.5666637,3958921074.8378386,3958921074.966266,1749932234.747777
3958921076,0ff69e4e,1749932203.422583,3958921074.8076386,3958921076.8048778,3958921076.9474926,1749932235.0938132
3958921076,0ff69e4e,1749932203.422583,3958921074.8076386,3958921076.8048778,3958921076.9474926,1749932235.9207268
3958921078,50f9fea2,1749932205.4583445,3958921076.8368545,3958921078.7720547,3958921078.9009237,1749932236.1138482
3958921080,0ff69e4e,1749932207.3853488,3958921078.7641296,3958921080.7333617,3958921080.9004164,1749932236.3836367
3958921078,50f9fea2,1749932205.4583445,3958921076.8368545,3958921078.7720547,3958921078.9009237,1749932236.4194608
3958921082,c4672d96,1749932209.360608,3958921080.7399874,3958921082.831662,3958921082.9623713,1749932236.6432612
3958921080,0ff69e4e,1749932207.3853488,3958921078.7641296,3958921080.7333617,3958921080.9004164,1749932236.6395082
3958921082,c4672d96,1749932209.360608,3958921080.7399874,3958921082.831662,3958921082.9623713,1749932236.8911574
3958921084,50f9fea2,1749932211.4356308,3958921082.8179383,3958921084.767006,3958921084.905647,1749932236.9150572
3958921084,50f9fea2,1749932211.4356308,3958921082.8179383,3958921084.767006,3958921084.905647,1749932237.1534874
3958921086,a2460651,1749932213.3722332,3958921084.752754,3958921086.759901,3958921086.9138584,1749932237.1543353
3958921088,902cf9f4,1749932215.381772,3958921086.7598896,3958921088.725852,3958921088.882907,1749932237.4925423
3958921086,a2460651,1749932213.3722332,3958921084.752754,3958921086.759901,3958921086.9138584,1749932237.5343828
3958921090,a2460651,1749932217.3631363,3958921088.7424154,3958921090.735752,3958921090.8710103,1749932237.948564
3958921088,902cf9f4,1749932215.381772,3958921086.7598896,3958921088.725852,3958921088.882907,1749932237.961586
3958921092,a2460651,1749932219.386316,3958921090.764954,3958921092.693059,3958921092.8388147,1749932238.1802485
3958921090,a2460651,1749932217.3631363,3958921088.7424154,3958921090.735752,3958921090.8710103,1749932238.2308617
3958921094,c4672d96,1749932221.3194075,3958921092.6979876,3958921094.659891,3958921094.782074,1749932238.5293164
3958921092,a2460651,1749932219.386316,3958921090.764954,3958921092.693059,3958921092.8388147,1749932238.5356424
3958921094,c4672d96,1749932221.3194075,3958921092.6979876,3958921094.659891,3958921094.782074,1749932238.861585
3958921096,c4672d96,1749932223.268798,3958921094.655889,3958921096.6779222,3958921096.8031187,1749932238.9872
3958921098,c4672d96,1749932225.2835982,3958921096.6640706,3958921098.5650263,3958921098.689422,1749932240.1906538
3958921096,c4672d96,1749932223.268798,3958921094.655889,3958921096.6779222,3958921096.8031187,1749932240.3111353
3958921098,c4672d96,1749932225.2835982,3958921096.6640706,3958921098.5650263,3958921098.689422,1749932240.6664343
3958921100,c4672d96,1749932227.2404766,3958921098.6200128,3958921100.547774,3958921100.679305,1749932241.0018866
3958921102,a2460651,1749932229.1626427,3958921100.544798,3958921102.4850907,3958921102.626173,1749932241.3687642
3958921100,c4672d96,1749932227.2404766,3958921098.6200128,3958921100.547774,3958921100.679305,1749932241.571472
3958921104,50f9fea2,1749932231.0871458,3958921102.4683557,3958921104.4403944,3958921104.5907426,1749932241.7911687
3958921102,a2460651,1749932229.1626427,3958921100.544798,3958921102.4850907,3958921102.626173,1749932241.983207
3958921106,330a8659,1749932233.0762773,3958921104.458941,3958921106.446973,3958921106.585744,1749932242.0661533
3958921104,50f9fea2,1749932231.0871458,3958921102.4683557,3958921104.4403944,3958921104.5907426,1749932242.2008204
3958921108,50f9fea2,1749932235.0566654,3958921106.43647,3958921108.329645,3958921108.46414,1749932242.2978363
3958921106,330a8659,1749932233.0762773,3958921104.458941,3958921106.446973,3958921106.585744,1749932242.4307203
3958921110,902cf9f4,1749932236.9408534,3958921108.3203835,3958921110.3388963,3958921110.4760056,1749932242.5059016
3958921108,50f9fea2,1749932235.0566654,3958921106.43647,3958921108.329645,3958921108.46414,1749932242.6484087
3958921112,c4672d96,1749932238.9491012,3958921110.331863,3958921112.301252,3958921112.432698,1749932242.712472
3958921110,902cf9f4,1749932236.9408534,3958921108.3203835,3958921110.3388963,3958921110.4760056,1749932242.8482924
3958921112,c4672d96,1749932238.9491012,3958921110.331863,3958921112.301252,3958921112.432698,1749932243.0824497
3958921114,330a8659,1749932240.9117432,3958921112.2952766,3958921114.2120585,3958921114.361451,1749932243.1547017
3958921114,330a8659,1749932240.9117432,3958921112.2952766,3958921114.2120585,3958921114.361451,1749932243.4107327
3958921116,50f9fea2,1749932242.860663,3958921114.24093,3958921116.134081,3958921116.3052564,1749932244.9870203
3958921116,50f9fea2,1749932242.860663,3958921114.24093,3958921116.134081,3958921116.3052564,1749932245.1476266
3958921118,330a8659,1749932244.777504,3958921116.15992,3958921118.0814834,3958921118.235553,1749932247.025665
3958921118,330a8659,1749932244.777504,3958921116.15992,3958921118.0814834,3958921118.235553,1749932247.2453232
3958921120,a2460651,1749932246.710905,3958921118.0954733,3958921120.041161,3958921120.176473,1749932248.8397532
3958921120,a2460651,1749932246.710905,3958921118.0954733,3958921120.041161,3958921120.176473,1749932249.0202532
3958921122,a2460651,1749932248.6525679,3958921120.0368547,3958921122.042103,3958921122.1928773,1749932250.951988
3958921122,a2460651,1749932248.6525679,3958921120.0368547,3958921122.042103,3958921122.1928773,1749932251.015096
3958921123,c4672d96,1749932250.6737843,3958921122.064791,3958921123.9177685,3958921124.048909,1749932252.7303357
3958921123,c4672d96,1749932250.6737843,3958921122.064791,3958921123.9177685,3958921124.048909,1749932252.7779214
3958921125,0ff69e4e,1749932252.634076,3958921124.015615,3958921125.948446,3958921126.088341,1749932254.765338
3958921125,0ff69e4e,1749932252.634076,3958921124.015615,3958921125.948446,3958921126.088341,1749932255.392846
3958921127,0ff69e4e,1749932254.5595903,3958921125.940986,3958921127.856423,3958921128.0003805,1749932256.671274
3958921127,0ff69e4e,1749932254.5595903,3958921125.940986,3958921127.856423,3958921128.0003805,1749932256.7668324
3958921129,a2460651,1749932256.4839287,3958921127.865041,3958921129.758142,3958921129.880241,1749932258.5431337
3958921129,a2460651,1749932256.4839287,3958921127.865041,3958921129.758142,3958921129.880241,1749932258.6286945
3958921131,a2460651,1749932258.4409525,3958921129.832908,3958921131.7735963,3958921131.8915143,1749932260.566736
3958921131,a2460651,1749932258.4409525,3958921129.832908,3958921131.7735963,3958921131.8915143,1749932260.7466538
3958921133,902cf9f4,1749932260.3666387,3958921131.7600403,3958921133.711155,3958921133.856994,1749932262.5213919
3958921133,902cf9f4,1749932260.3666387,3958921131.7600403,3958921133.711155,3958921133.856994,1749932262.6694593
3958921135,50f9fea2,1749932262.3138185,3958921133.698497,3958921135.5870266,3958921135.7185693,1749932264.3842645
3958921135,50f9fea2,1749932262.3138185,3958921133.698497,3958921135.5870266,3958921135.7185693,1749932264.533536
3958921137,c4672d96,1749932264.2683187,3958921135.6521907,3958921137.6196117,3958921137.750059,1749932266.4175487
3958921137,c4672d96,1749932264.2683187,3958921135.6521907,3958921137.6196117,3958921137.750059,1749932266.6731832
3958921139,50f9fea2,1749932266.2315037,3958921137.6137147,3958921139.4878454,3958921139.6276684,1749932268.2937958
3958921139,50f9fea2,1749932266.2315037,3958921137.6137147,3958921139.4878454,3958921139.6276684,1749932268.3603063
3958921141,50f9fea2,1749932268.1460783,3958921139.527565,3958921141.4177246,3958921141.545978,1749932270.207799
3958921141,50f9fea2,1749932268.1460783,3958921139.527565,3958921141.4177246,3958921141.545978,1749932270.3873618
3958921143,330a8659,1749932270.0279787,3958921141.4112334,3958921143.3821387,3958921143.5257277,1749932272.218247
3958921143,330a8659,1749932270.0279787,3958921141.4112334,3958921143.3821387,3958921143.5257277,1749932272.3612347
3958921145,a2460651,1749932272.0082304,3958921143.3912973,3958921145.302462,3958921145.43789,1749932274.1006088
3958921145,a2460651,1749932272.0082304,3958921143.3912973,3958921145.302462,3958921145.43789,1749932274.2598255
3958921147,902cf9f4,1749932273.9118137,3958921145.2953033,3958921147.175222,3958921147.312866,1749932275.9794898
3958921147,902cf9f4,1749932273.9118137,3958921145.2953033,3958921147.175222,3958921147.312866,1749932276.154319
3958921149,330a8659,1749932275.782526,3958921147.170387,3958921149.1693964,3958921149.2883224,1749932277.9597719
3958921149,330a8659,1749932275.782526,3958921147.170387,3958921149.1693964,3958921149.2883224,1749932277.991034
3958921151,a2460651,1749932277.7653682,3958921149.154722,3958921151.206202,3958921151.335125,1749932280.0262382
3958921151,a2460651,1749932277.7653682,3958921149.154722,3958921151.206202,3958921151.335125,1749932280.140325
3958921153,902cf9f4,1749932279.8173516,3958921151.1996613,3958921153.0941076,3958921153.224093,1749932281.99868
3958921153,902cf9f4,1749932279.8173516,3958921151.1996613,3958921153.0941076,3958921153.224093,1749932282.1819043
3958921155,c4672d96,1749932281.7359946,3958921153.1176033,3958921155.08405,3958921155.2117586,1749932283.9909234
3958921155,c4672d96,1749932281.7359946,3958921153.1176033,3958921155.08405,3958921155.2117586,1749932284.0463846
3958921156,330a8659,1749932283.679234,3958921155.066116,3958921156.967196,3958921157.110043,1749932285.8829165
3958921156,330a8659,1749932283.679234,3958921155.066116,3958921156.967196,3958921157.110043,1749932286.0266576
3958921158,902cf9f4,1749932285.5755095,3958921156.9612393,3958921158.925731,3958921159.0360203,1749932287.6902447
3958921158,902cf9f4,1749932285.5755095,3958921156.9612393,3958921158.925731,3958921159.0360203,1749932288.322234
3958921160,330a8659,1749932287.5739787,3958921158.956018,3958921160.819579,3958921160.9336886,1749932289.6008306
3958921160,330a8659,1749932287.5739787,3958921158.956018,3958921160.819579,3958921160.9336886,1749932289.638255
3958921162,50f9fea2,1749932289.4264536,3958921160.810634,3958921162.7789006,3958921162.920335,1749932291.5753665
3958921162,50f9fea2,1749932289.4264536,3958921160.810634,3958921162.7789006,3958921162.920335,1749932291.651008
3958921164,0ff69e4e,1749932291.4624963,3958921162.8497386,3958921164.772637,3958921164.884995,1749932293.5518136
3958921164,0ff69e4e,1749932291.4624963,3958921162.8497386,3958921164.772637,3958921164.884995,1749932293.5828307
3958921166,a2460651,1749932293.3784473,3958921164.76445,3958921166.7252865,3958921166.842877,1749932295.5107753
3958921166,a2460651,1749932293.3784473,3958921164.76445,3958921166.7252865,3958921166.842877,1749932295.656818
3958921168,a2460651,1749932295.350269,3958921166.7360983,3958921168.6589904,3958921168.7959914,1749932297.567148
3958921168,a2460651,1749932295.350269,3958921166.7360983,3958921168.6589904,3958921168.7959914,1749932297.6264772
3958921170,0ff69e4e,1749932297.2704701,3958921168.654458,3958921170.61574,3958921170.7342844,1749932299.3914778
3958921170,0ff69e4e,1749932297.2704701,3958921168.654458,3958921170.61574,3958921170.7342844,1749932299.5236151
3958921172,330a8659,1749932299.2231996,3958921170.606244,3958921172.5540333,3958921172.689705,1749932301.3750677
3958921172,330a8659,1749932299.2231996,3958921170.606244,3958921172.5540333,3958921172.689705,1749932301.6387591
3958921174,a2460651,1749932301.220387,3958921172.606806,3958921174.5524716,3958921174.6798725,1749932303.3405862
3958921174,a2460651,1749932301.220387,3958921172.606806,3958921174.5524716,3958921174.6798725,1749932303.6256459
3958921176,50f9fea2,1749932303.1578574,3958921174.5399537,3958921176.4665546,3958921176.5998497,1749932305.2737007
3958921176,50f9fea2,1749932303.1578574,3958921174.5399537,3958921176.4665546,3958921176.5998497,1749932305.408286
3958921178,330a8659,1749932305.0769703,3958921176.464532,3958921178.436122,3958921178.5633545,1749932307.2219546
3958921178,330a8659,1749932305.0769703,3958921176.464532,3958921178.436122,3958921178.5633545,1749932307.2622771
3958921180,0ff69e4e,1749932307.0387232,3958921178.4297,3958921180.6356163,3958921180.751926,1749932309.4202526
3958921180,0ff69e4e,1749932307.0387232,3958921178.4297,3958921180.6356163,3958921180.751926,1749932309.4936454
3958921182,902cf9f4,1749932309.3266084,3958921180.711918,3958921182.9352026,3958921183.0554414,1749932311.81068
3958921182,902cf9f4,1749932309.3266084,3958921180.711918,3958921182.9352026,3958921183.0554414,1749932311.8523445
3958921185,50f9fea2,1749932311.6296117,3958921183.013723,3958921185.156737,3958921185.293233,1749932313.9557
3958921185,50f9fea2,1749932311.6296117,3958921183.013723,3958921185.156737,3958921185.293233,1749932314.1385343
3958921187,902cf9f4,1749932313.850324,3958921185.2337446,3958921187.2515616,3958921187.3852386,1749932316.0514498
3958921187,902cf9f4,1749932313.850324,3958921185.2337446,3958921187.2515616,3958921187.3852386,1749932316.897158
3958921189,50f9fea2,1749932315.8532236,3958921187.2432485,3958921189.12702,3958921189.2653346,1749932318.0440834
3958921189,50f9fea2,1749932315.8532236,3958921187.2432485,3958921189.12702,3958921189.2653346,1749932318.2094362
3958921191,a2460651,1749932317.7778928,3958921189.1618404,3958921191.1420455,3958921191.2594347,1749932319.9412484
3958921191,a2460651,1749932317.7778928,3958921189.1618404,3958921191.1420455,3958921191.2594347,1749932319.9812307
3958921193,0ff69e4e,1749932319.745821,3958921191.1351376,3958921193.0141377,3958921193.128071,1749932321.7831516
3958921193,0ff69e4e,1749932319.745821,3958921191.1351376,3958921193.0141377,3958921193.128071,1749932321.828345
3958921194,c4672d96,1749932321.6993148,3958921193.09032,3958921194.9793024,3958921195.1348352,1749932323.9086373
3958921194,c4672d96,1749932321.6993148,3958921193.09032,3958921194.9793024,3958921195.1348352,1749932324.034716
3958921196,330a8659,1749932323.5991378,3958921194.9873385,3958921196.856452,3958921196.98918,1749932325.6509893
3958921196,330a8659,1749932323.5991378,3958921194.9873385,3958921196.856452,3958921196.98918,1749932325.7084258
3958921198,902cf9f4,1749932325.4656727,3958921196.8494744,3958921198.8272476,3958921198.974338,1749932327.742902
3958921198,902cf9f4,1749932325.4656727,3958921196.8494744,3958921198.8272476,3958921198.974338,1749932327.881932
3958921200,c4672d96,1749932327.4432561,3958921198.8312716,3958921200.727148,3958921200.8557467,1749932329.5362985
3958921200,c4672d96,1749932327.4432561,3958921198.8312716,3958921200.727148,3958921200.8557467,1749932329.5712821
3958921202,902cf9f4,1749932329.3738816,3958921200.7586503,3958921202.6688485,3958921202.808369,1749932331.46948
3958921202,902cf9f4,1749932329.3738816,3958921200.7586503,3958921202.6688485,3958921202.808369,1749932331.5561466
3958921204,0ff69e4e,1749932331.2927022,3958921202.678563,3958921204.5367107,3958921204.6660156,1749932333.3313968
3958921204,0ff69e4e,1749932331.2927022,3958921202.678563,3958921204.5367107,3958921204.6660156,1749932333.387423
3958921206,0ff69e4e,1749932333.1436841,3958921204.532431,3958921206.463781,3958921206.5948205,1749932335.257862
3958921206,0ff69e4e,1749932333.1436841,3958921204.532431,3958921206.463781,3958921206.5948205,1749932335.3916345
3958921208,330a8659,1749932335.0846503,3958921206.4725313,3958921208.3569584,3958921208.485359,1749932337.1487756
3958921208,330a8659,1749932335.0846503,3958921206.4725313,3958921208.3569584,3958921208.485359,1749932337.2951941
3958921210,c4672d96,1749932336.9581738,3958921208.348148,3958921210.385525,3958921210.5095744,1749932339.1857064
3958921210,c4672d96,1749932336.9581738,3958921208.348148,3958921210.385525,3958921210.5095744,1749932339.213783
3958921212,330a8659,1749932338.9915042,3958921210.378513,3958921212.286737,3958921212.4131484,1749932341.0702097
3958921212,330a8659,1749932338.9915042,3958921210.378513,3958921212.286737,3958921212.4131484,1749932341.1240852
3958921214,50f9fea2,1749932340.8895733,3958921212.2867255,3958921214.2998843,3958921214.416771,1749932343.074179
3958921214,50f9fea2,1749932340.8895733,3958921212.2867255,3958921214.2998843,3958921214.416771,1749932343.1317418
3958921216,0ff69e4e,1749932342.904991,3958921214.2956324,3958921216.24918,3958921216.3690023,1749932345.0449858
3958921216,0ff69e4e,1749932342.904991,3958921214.2956324,3958921216.24918,3958921216.3690023,1749932345.1350594
3958921218,330a8659,1749932344.9502733,3958921216.3358674,3958921218.2421613,3958921218.370682,1749932347.0451753
3958921218,330a8659,1749932344.9502733,3958921216.3358674,3958921218.2421613,3958921218.370682,1749932347.2300727
3958921220,902cf9f4,1749932346.848797,3958921218.2382245,3958921220.216373,3958921220.338672,1749932348.999924
3958921220,902cf9f4,1749932346.848797,3958921218.2382245,3958921220.216373,3958921220.338672,1749932349.0934825
3958921222,330a8659,1749932348.8358533,3958921220.232476,3958921222.121504,3958921222.2632837,1749932350.9258702
3958921222,330a8659,1749932348.8358533,3958921220.232476,3958921222.121504,3958921222.2632837,1749932350.9647799
3958921224,a2460651,1749932350.7405488,3958921222.1270456,3958921224.0428,3958921224.169096,1749932352.8195915
3958921224,a2460651,1749932350.7405488,3958921222.1270456,3958921224.0428,3958921224.169096,1749932352.8458211
3958921225,50f9fea2,1749932352.6430712,3958921224.036152,3958921225.9798045,3958921226.101661,1749932354.9838474
3958921225,50f9fea2,1749932352.6430712,3958921224.036152,3958921225.9798045,3958921226.101661,1749932355.1228838
3958921227,0ff69e4e,1749932354.595439,3958921225.9818344,3958921227.8992996,3958921228.087845,1749932356.8551602
3958921227,0ff69e4e,1749932354.595439,3958921225.9818344,3958921227.8992996,3958921228.087845,1749932356.9990222
3958921229,330a8659,1749932356.5014915,3958921227.8859243,3958921229.842734,3958921230.004502,1749932358.6494522
3958921229,330a8659,1749932356.5014915,3958921227.8859243,3958921229.842734,3958921230.004502,1749932358.8047762
3958921231,902cf9f4,1749932358.4310896,3958921229.833735,3958921231.7556767,3958921231.9088907,1749932360.6580198
3958921231,902cf9f4,1749932358.4310896,3958921229.833735,3958921231.7556767,3958921231.9088907,1749932360.695673
3958921233,902cf9f4,1749932360.3508499,3958921231.74621,3958921233.6166434,3958921233.7452307,1749932362.395026
3958921233,902cf9f4,1749932360.3508499,3958921231.74621,3958921233.6166434,3958921233.7452307,1749932362.5510027
3958921235,330a8659,1749932362.2149556,3958921233.603033,3958921235.52703,3958921235.665454,1749932364.4156039
3958921235,330a8659,1749932362.2149556,3958921233.603033,3958921235.52703,3958921235.665454,1749932364.551584
3958921237,902cf9f4,1749932364.1478148,3958921235.533262,3958921237.405721,3958921237.542999,1749932366.1975667
3958921237,902cf9f4,1749932364.1478148,3958921235.533262,3958921237.405721,3958921237.542999,1749932366.4492075
3958921239,902cf9f4,1749932366.030787,3958921237.416449,3958921239.2745075,3958921239.4116917,1749932368.0612464
3958921239,902cf9f4,1749932366.030787,3958921237.416449,3958921239.2745075,3958921239.4116917,1749932368.1174529
3958921241,a2460651,1749932367.8828628,3958921239.2696977,3958921241.163577,3958921241.319922,1749932370.2021525
3958921241,a2460651,1749932367.8828628,3958921239.2696977,3958921241.163577,3958921241.319922,1749932370.3639996
3958921243,50f9fea2,1749932369.8174477,3958921241.2084126,3958921243.1071825,3958921243.250732,1749932372.0044
3958921243,50f9fea2,1749932369.8174477,3958921241.2084126,3958921243.1071825,3958921243.250732,1749932372.272998
3958921245,330a8659,1749932371.7381303,3958921243.125518,3958921245.092772,3958921245.218691,1749932373.8621724
3958921245,330a8659,1749932371.7381303,3958921243.125518,3958921245.092772,3958921245.218691,1749932373.9176238
3958921246,a2460651,1749932373.690514,3958921245.083875,3958921246.973138,3958921247.107518,1749932375.8538344
3958921246,a2460651,1749932373.690514,3958921245.083875,3958921246.973138,3958921247.107518,1749932375.890403
3958921248,a2460651,1749932375.6576576,3958921247.0438404,3958921248.955191,3958921249.100503,1749932377.8498793
3958921248,a2460651,1749932375.6576576,3958921247.0438404,3958921248.955191,3958921249.100503,1749932377.8757315
3958921250,902cf9f4,1749932377.5547874,3958921248.9480042,3958921250.8422256,3958921250.988112,1749932379.6341972
3958921250,902cf9f4,1749932377.5547874,3958921248.9480042,3958921250.8422256,3958921250.988112,1749932379.878724
3958921253,0ff69e4e,1749932379.5243948,3958921250.9109597,3958921253.0216775,3958921253.1435575,1749932381.7977939
3958921253,0ff69e4e,1749932379.5243948,3958921250.9109597,3958921253.0216775,3958921253.1435575,1749932381.82378
3958921254,c4672d96,1749932381.6039002,3958921253.0099516,3958921254.9353576,3958921255.078314,1749932383.7475116
3958921254,c4672d96,1749932381.6039002,3958921253.0099516,3958921254.9353576,3958921255.078314,1749932383.8898833
3958921256,0ff69e4e,1749932383.607848,3958921254.9943366,3958921256.920064,3958921257.0571227,1749932385.8155367
3958921256,0ff69e4e,1749932383.607848,3958921254.9943366,3958921256.920064,3958921257.0571227,1749932385.9559915
3958921258,902cf9f4,1749932385.5394585,3958921256.9261556,3958921258.8011994,3958921258.9307313,1749932387.5735197
3958921258,902cf9f4,1749932385.5394585,3958921256.9261556,3958921258.8011994,3958921258.9307313,1749932387.710065
3958921260,c4672d96,1749932387.4983494,3958921258.886827,3958921260.847007,3958921260.9871144,1749932389.7340114
3958921260,c4672d96,1749932387.4983494,3958921258.886827,3958921260.847007,3958921260.9871144,1749932389.8678188
3958921262,0ff69e4e,1749932389.4372752,3958921260.838146,3958921262.8187084,3958921262.959648,1749932391.712391
3958921262,0ff69e4e,1749932389.4372752,3958921260.838146,3958921262.8187084,3958921262.959648,1749932391.725968
3958921264,902cf9f4,1749932391.4121838,3958921262.8166776,3958921264.7830014,3958921264.9156737,1749932393.5731173
3958921264,902cf9f4,1749932391.4121838,3958921262.8166776,3958921264.7830014,3958921264.9156737,1749932393.8141265
3958921266,330a8659,1749932393.3898768,3958921264.783411,3958921266.687289,3958921266.8170447,1749932395.459046
3958921266,330a8659,1749932393.3898768,3958921264.783411,3958921266.687289,3958921266.8170447,1749932395.5027225
3958921268,0ff69e4e,1749932395.2904215,3958921266.6806016,3958921268.5425687,3958921268.671738,1749932397.3326113
3958921268,0ff69e4e,1749932395.2904215,3958921266.6806016,3958921268.5425687,3958921268.671738,1749932397.4819064
3958921270,c4672d96,1749932397.1531076,3958921268.5404716,3958921270.4881907,3958921270.6186028,1749932399.2672334
3958921270,c4672d96,1749932397.1531076,3958921268.5404716,3958921270.4881907,3958921270.6186028,1749932399.2856658
3958921272,902cf9f4,1749932399.177544,3958921270.565214,3958921272.5376134,3958921272.6711283,1749932401.5397365
3958921272,902cf9f4,1749932399.177544,3958921270.565214,3958921272.5376134,3958921272.6711283,1749932401.67353
3958921274,0ff69e4e,1749932401.1446905,3958921272.5331645,3958921274.4827967,3958921274.626581,1749932403.3752832
3958921274,0ff69e4e,1749932401.1446905,3958921272.5331645,3958921274.4827967,3958921274.626581,1749932403.4156592
3958921276,a2460651,1749932403.0698211,3958921274.472687,3958921276.360652,3958921276.485876,1749932405.134707
3958921276,a2460651,1749932403.0698211,3958921274.472687,3958921276.360652,3958921276.485876,1749932405.1642416
3958921278,50f9fea2,1749932404.9380662,3958921276.3606634,3958921278.4452796,3958921278.5633,1749932407.450063
3958921278,50f9fea2,1749932404.9380662,3958921276.3606634,3958921278.4452796,3958921278.5633,1749932407.5770988
3958921280,0ff69e4e,1749932407.0197825,3958921278.435133,3958921280.302869,3958921280.4508295,1749932409.1024005
